"Package","VersionGA","VersionPreview","DisplayName","ServiceName","RepoPath","MSDocs","GHDocs","Type","New","PlannedVersions","LatestGADate","FirstGADate","FirstPreviewDate","Support","EOLDate","Hide","Replace","ReplaceGuide","MSDocService","ServiceId","Notes"
"services/network/mgmt/2020-11-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2021-02-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2021-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2021-05-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/network/mgmt/2021-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/network/armnetwork","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/notificationhubs/mgmt/2014-09-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/notificationhubs/armnotificationhubs","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/notificationhubs/mgmt/2016-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/notificationhubs/armnotificationhubs","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/notificationhubs/mgmt/2017-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/notificationhubs/armnotificationhubs","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/operationalinsights/mgmt/2015-03-20","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/operationalinsights/armoperationalinsights","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/operationalinsights/mgmt/2020-08-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/operationalinsights/armoperationalinsights","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/operationalinsights/mgmt/2020-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/operationalinsights/armoperationalinsights","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/peering/mgmt/2020-04-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/peering/armpeering","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/peering/mgmt/2020-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/peering/armpeering","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/policyinsights/mgmt/2018-04-04","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/policyinsights/armpolicyinsights","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/postgresql/mgmt/2017-12-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/postgresql/armpostgresql","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/postgresql/mgmt/2020-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/postgresql/armpostgresql","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/postgresql/mgmt/2021-06-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/postgresql/armpostgresql","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/powerbidedicated/mgmt/2017-10-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/powerbidedicated/armpowerbidedicated","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/powerbidedicated/mgmt/2021-01-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/powerbidedicated/armpowerbidedicated","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/powerbiembedded/mgmt/2016-01-29","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/powerbiembedded/armpowerbiembedded","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/aad/mgmt/2020-07-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/aad/armaad","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/addons/mgmt/2017-05-15","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/addons/armaddons","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/addons/mgmt/2018-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/addons/armaddons","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/advisor/mgmt/2016-07-12-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/advisor/armadvisor","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/alertsmanagement/mgmt/2018-05-05-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/alertsmanagement/armalertsmanagement","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/alertsmanagement/mgmt/2019-05-05-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/alertsmanagement/armalertsmanagement","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/alertsmanagement/mgmt/2019-06-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/alertsmanagement/armalertsmanagement","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/apimanagement/ctrl/2017-03-01","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/apimanagement/armapimanagement","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/apimanagement/mgmt/2021-01-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/apimanagement/armapimanagement","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appconfiguration/mgmt/2019-02-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/appconfiguration/armappconfiguration","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appconfiguration/mgmt/2019-11-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/appconfiguration/armappconfiguration","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appconfiguration/mgmt/2020-07-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/appconfiguration/armappconfiguration","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appconfiguration/mgmt/2021-03-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/appconfiguration/armappconfiguration","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appconfiguration/mgmt/2021-10-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/appconfiguration/armappconfiguration","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appinsights/mgmt/2020-02-02-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/applicationinsights/armapplicationinsights","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appinsights/mgmt/2021-11-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/applicationinsights/armapplicationinsights","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appinsights/mgmt/2022-01-11-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/applicationinsights/armapplicationinsights","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appinsights/mgmt/2022-02-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/applicationinsights/armapplicationinsights","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appplatform/mgmt/2020-11-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","NA","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appplatform/mgmt/2021-06-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","NA","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appplatform/mgmt/2021-09-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","NA","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appplatform/mgmt/2022-01-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","NA","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appplatform/mgmt/2022-03-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","NA","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/appplatform/mgmt/2022-05-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","NA","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/authorization/mgmt/2017-10-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/authorization/armauthorization","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/authorization/mgmt/2018-01-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/authorization/armauthorization","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/authorization/mgmt/2018-07-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/authorization/armauthorization","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/authorization/mgmt/2018-09-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/authorization/armauthorization","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/authorization/mgmt/2020-04-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/authorization/armauthorization","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/automanage/mgmt/2020-06-30-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/automanage/armautomanage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/automanage/mgmt/2021-04-30-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/automanage/armautomanage","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/automation/mgmt/2020-01-13-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/automation/armautomation","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/automation/mgmt/2021-06-22-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/automation/armautomation","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/avs/mgmt/2020-07-17-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/avs/armavs","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/azureadb2c/mgmt/2020-05-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","NA","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/azuredata/mgmt/2017-03-01-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/azuredata/armazuredata","https://aka.ms/azsdk/golang/t2/migration","","",""
"services/preview/azuredata/mgmt/2019-07-24-preview","66.0.0","","","","https://github.com/Azure/azure-sdk-for-go/tree/vitem.Version","NA","NA","mgmt","false","","","","","deprecated","9/30/2023","","sdk/resourcemanager/azuredata/armazuredata","https://aka.ms/azsdk/golang/t2/migration","","",""
